time,header,pn,pe,pd,vn,ve,vd,yaw,an,ae,ad
2022/03/16 16:09:46.508619733,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.506486596228777,-0.1722047351318925,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:09:48.508519076,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.19946614683854996,-0.6241531517075836,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:09:50.508669366,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.005994989287041674,0.8180267381471265,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:09:52.508375142,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.31118130763190943,-0.6301676793429702,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:09:54.508712365,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.5315220278963453,-0.1794547797729702,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:09:56.508181398,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.05013357475167246,0.9261937668987772,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:09:58.508009091,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.20134198247868396,-0.8288460300847913,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:00.508467913,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.08791623496915402,0.8884093992853044,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:02.508426207,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.7669612126028966,-0.799372228421116,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:04.508690393,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.0024810748107497727,0.1844132525177363,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:06.508275041,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.2018938043011631,0.441674863362443,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:08.508548399,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.5462299316935268,-0.9616652687873597,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:10.508155685,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.846494392807406,0.6224257296050328,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:12.508431395,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.11206694641381754,0.7967355900143887,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:14.508438510,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.13197012443327272,-0.024097185779759167,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:16.508867351,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.40645446415881237,-0.5624429793127024,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:18.508323588,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.7300362857769183,0.5019511356319926,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:20.508224074,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.9286844617337031,-0.3857155162141299,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:22.509236765,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.045967163917123965,0.18819268200125205,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:24.508493306,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.04077380368285999,0.10792595771457547,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:26.508519105,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,-0.32429533708685976,-0.07033150415910461,0.0,0.0,0.0,0.0,0.0
2022/03/16 16:10:28.508339942,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}",0.0,0.0,0.0,0.05399893848875048,-0.2028939231653335,0.0,0.0,0.0,0.0,0.0
