time,header,state_vector,state_valid
2022/03/09 14:09:04.316162119,"{'stamp': {'secs': 1646834944, 'nsecs': 315740738}, 'frame_id': ''}","[-6.782153309538751, -9.804070083034096, 0.0, 0.2414131790529001, -0.24144958145619108, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.4326230341772273e-10, 0.006161255]",0
2022/03/09 14:09:04.322701342,"{'stamp': {'secs': 1646834944, 'nsecs': 322418093}, 'frame_id': ''}","[-6.780621810649877, -9.805601662114164, 0.0, 0.21704493717761505, -0.2170772287182673, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.246014343797235e-10, 0.006673159]",0
2022/03/09 14:09:04.333354331,"{'stamp': {'secs': 1646834944, 'nsecs': 333126267}, 'frame_id': ''}","[-6.779095168536091, -9.80712838416484, 0.0, 0.18032834929760708, -0.18033572266534978, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.4000681381358104e-10, 0.010705201]",0
2022/03/09 14:09:04.340191415,"{'stamp': {'secs': 1646834944, 'nsecs': 339848959}, 'frame_id': ''}","[-6.7772744855650116, -9.808881691858922, 0.0, 0.1981404666233769, -0.19661652586819867, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.2306179977821252e-10, 0.006719219]",0
2022/03/09 14:09:04.342977232,"{'stamp': {'secs': 1646834944, 'nsecs': 342757277}, 'frame_id': ''}","[-6.775337482480326, -9.81065394640197, 0.0, 0.28333406898979563, -0.2724083981536345, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 5.159412524282272e-10, 0.002904984]",0
2022/03/09 14:09:04.353716119,"{'stamp': {'secs': 1646834944, 'nsecs': 353407072}, 'frame_id': ''}","[-6.772945750539362, -9.81270334844582, 0.0, 0.3167275924086561, -0.2967165762550036, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.4077293029462278e-10, 0.010646941]",0
2022/03/09 14:09:04.364662511,"{'stamp': {'secs': 1646834944, 'nsecs': 364020932}, 'frame_id': ''}","[-6.769551180674183, -9.815565701542415, 0.0, 0.34766798575216123, -0.31642557169412067, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.4127069098491007e-10, 0.010609427]",0
2022/03/09 14:09:04.364803997,"{'stamp': {'secs': 1646834944, 'nsecs': 364409771}, 'frame_id': ''}","[-6.766182737690068, -9.818361398783656, 0.0, 1.6557683149080922, -1.3945852678041304, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.885169031803412e-09, 0.000385775]",0
2022/03/09 14:09:04.376011655,"{'stamp': {'secs': 1646834944, 'nsecs': 375770005}, 'frame_id': ''}","[-6.763012386719107, -9.820994632799499, 0.0, 2.2082112683003294, -1.8436024475329178, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.3196446710879263e-10, 0.011357611]",0
2022/03/09 14:09:04.382591495,"{'stamp': {'secs': 1646834944, 'nsecs': 381977242}, 'frame_id': ''}","[-6.759814905633194, -9.823653810797751, 0.0, 2.4326316687024128, -2.020763263358532, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.4158531353907745e-10, 0.006204024]",0
2022/03/09 14:09:04.386825786,"{'stamp': {'secs': 1646834944, 'nsecs': 386578034}, 'frame_id': ''}","[-6.756969350747334, -9.82602362633273, 0.0, 2.261265617788779, -1.8776801637901663, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.2599669114988817e-10, 0.004597596]",0
2022/03/09 14:09:04.396251109,"{'stamp': {'secs': 1646834944, 'nsecs': 395991932}, 'frame_id': ''}","[-6.754281274224297, -9.828263809348817, 0.0, 1.7111674457254364, -1.4208215479721837, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.5926107962357133e-10, 0.009410969]",0
2022/03/09 14:09:04.409012194,"{'stamp': {'secs': 1646834944, 'nsecs': 408062296}, 'frame_id': ''}","[-6.751760640515961, -9.830348384897077, 0.0, 0.40718211755669365, -0.33870850014584547, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.2421257367503876e-10, 0.01206642]",0
2022/03/09 14:09:04.409111479,"{'stamp': {'secs': 1646834944, 'nsecs': 408813395}, 'frame_id': ''}","[-6.749991873870352, -9.83179925010713, 0.0, 0.6962099306170129, -0.5750264296009682, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.0018125328813116e-09, 0.000748722]",0
2022/03/09 14:09:04.414598964,"{'stamp': {'secs': 1646834944, 'nsecs': 414373631}, 'frame_id': ''}","[-6.74942355806451, -9.832214520702696, 0.0, 0.7491576290781934, -0.6155934613731724, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.697635850460155e-10, 0.00555598]",0
2022/03/09 14:09:04.429635013,"{'stamp': {'secs': 1646834944, 'nsecs': 429368906}, 'frame_id': ''}","[-6.749561368202828, -9.83201405206754, 0.0, 0.7027874996291549, -0.5745835709979634, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 9.997441831005744e-11, 0.014991846]",0
2022/03/09 14:09:04.432454801,"{'stamp': {'secs': 1646834944, 'nsecs': 432157825}, 'frame_id': ''}","[-6.750111509505094, -9.83146388195919, 0.0, 0.5483005436746274, -0.4410735989543212, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 5.381413252758067e-10, 0.002785144]",0
2022/03/09 14:09:04.440154237,"{'stamp': {'secs': 1646834944, 'nsecs': 439871527}, 'frame_id': ''}","[-6.750296456505705, -9.831278925274523, 0.0, 0.33528622148122567, -0.26310890815055216, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.9440484419528687e-10, 0.00770969]",0
2022/03/09 14:09:04.446773385,"{'stamp': {'secs': 1646834944, 'nsecs': 446526953}, 'frame_id': ''}","[-6.750016057852923, -9.831559338609328, 0.0, -0.03465146963162856, 0.03980725551986128, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.2526831126502482e-10, 0.006653404]",0
2022/03/09 14:09:04.449757102,"{'stamp': {'secs': 1646834944, 'nsecs': 449541479}, 'frame_id': ''}","[-6.748840529791153, -9.832734928223216, 0.0, 0.01807478644844586, -0.017438703486462953, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 4.977338591096592e-10, 0.00301125]",0
2022/03/09 14:09:04.456334566,"{'stamp': {'secs': 1646834944, 'nsecs': 456029571}, 'frame_id': ''}","[-6.7473464525742335, -9.834229083671884, 0.0, 0.09672217132019698, -0.096729915354129, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.3111118219944988e-10, 0.006485195]",0
2022/03/09 14:09:04.461868901,"{'stamp': {'secs': 1646834944, 'nsecs': 461543575}, 'frame_id': ''}","[-6.745214907723967, -9.83629326952227, 0.0, 0.21375968318078983, -0.2118852211218801, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.7200533615791133e-10, 0.00551019]",0
2022/03/09 14:09:04.472120309,"{'stamp': {'secs': 1646834944, 'nsecs': 471841784}, 'frame_id': ''}","[-6.743228964815001, -9.838181937062377, 0.0, 0.2658226741526887, -0.2616639781278992, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.4557426892582733e-10, 0.010295783]",0
2022/03/09 14:09:04.477509523,"{'stamp': {'secs': 1646834944, 'nsecs': 477273650}, 'frame_id': ''}","[-6.74158322515849, -9.839717628336453, 0.0, 0.2969644343287964, -0.2887091233307714, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.7610019682237443e-10, 0.005428468]",0
2022/03/09 14:09:04.481287869,"{'stamp': {'secs': 1646834944, 'nsecs': 481028227}, 'frame_id': ''}","[-6.74012064040925, -9.841015439702918, 0.0, 0.2962165869158503, -0.279913401646715, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.995664923280413e-10, 0.003751068]",0
2022/03/09 14:09:04.493081294,"{'stamp': {'secs': 1646834944, 'nsecs': 492890785}, 'frame_id': ''}","[-6.738318554005634, -9.842585299890263, 0.0, 0.28759719944635836, -0.2658154276963782, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.2638182235102915e-10, 0.011859309]",0
2022/03/09 14:09:04.498045007,"{'stamp': {'secs': 1646834944, 'nsecs': 497736886}, 'frame_id': ''}","[-6.736482139200904, -9.844146826331011, 0.0, 0.28616078933158445, -0.25616923871471703, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.095150796067256e-10, 0.004842417]",0
2022/03/09 14:09:04.503534233,"{'stamp': {'secs': 1646834944, 'nsecs': 503301407}, 'frame_id': ''}","[-6.734065277661381, -9.846196269873456, 0.0, 0.3215055090074676, -0.2810495220396763, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.6950300632723145e-10, 0.005561352]",0
2022/03/09 14:09:04.509138840,"{'stamp': {'secs': 1646834944, 'nsecs': 508904155}, 'frame_id': ''}","[-6.730917974029983, -9.84885302753172, 0.0, 0.37084978663413637, -0.3174818133412421, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.676891313511757e-10, 0.005599036]",0
2022/03/09 14:09:04.514979436,"{'stamp': {'secs': 1646834944, 'nsecs': 514646160}, 'frame_id': ''}","[-6.727715969898284, -9.851544582902283, 0.0, 0.42613826715107, -0.36098476828181103, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.612345472929461e-10, 0.005737377]",0
2022/03/09 14:09:04.526529017,"{'stamp': {'secs': 1646834944, 'nsecs': 526300413}, 'frame_id': ''}","[-6.724923554263971, -9.853884291163672, 0.0, 0.45545650797740916, -0.3845394013399098, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.2863705017673517e-10, 0.011651395]",0
2022/03/09 14:09:04.536793256,"{'stamp': {'secs': 1646834944, 'nsecs': 536047435}, 'frame_id': ''}","[-6.72244175035131, -9.855957807289226, 0.0, 0.42299071582443953, -0.35616021406013026, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.5383170643290326e-10, 0.009743122]",0
2022/03/09 14:09:04.536894445,"{'stamp': {'secs': 1646834944, 'nsecs': 536613859}, 'frame_id': ''}","[-6.7205813901383795, -9.85751211497694, 0.0, 0.8318810194347065, -0.6965146015576107, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.6559700507943472e-09, 0.000564314]",0
2022/03/09 14:09:04.544795235,"{'stamp': {'secs': 1646834944, 'nsecs': 544572704}, 'frame_id': ''}","[-6.718933481405471, -9.85899519091402, 0.0, 0.9640833544718183, -0.8080289967810763, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.8836859731904992e-10, 0.007956746]",0
2022/03/09 14:09:04.548053404,"{'stamp': {'secs': 1646834944, 'nsecs': 547781764}, 'frame_id': ''}","[-6.717129121121565, -9.860709221989412, 0.0, 1.0508037542533688, -0.8907714621710031, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 4.674537242804613e-10, 0.003206309]",0
2022/03/09 14:09:04.557219065,"{'stamp': {'secs': 1646834944, 'nsecs': 556981804}, 'frame_id': ''}","[-6.714905439038773, -9.862870369226046, 0.0, 0.9824876610354427, -0.8434288036462314, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.62975641122848e-10, 0.009196473]",0
2022/03/09 14:09:04.559042366,"{'stamp': {'secs': 1646834944, 'nsecs': 558835306}, 'frame_id': ''}","[-6.712980378009281, -9.864795531054138, 0.0, 0.9055681211999681, -0.8091915254185172, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 8.099302758202707e-10, 0.001850531]",0
2022/03/09 14:09:04.568347738,"{'stamp': {'secs': 1646834944, 'nsecs': 567994443}, 'frame_id': ''}","[-6.711018693251477, -9.866757318528206, 0.0, 0.48013339210266015, -0.469032208787741, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.6394854977548552e-10, 0.009141899]",0
2022/03/09 14:09:04.573839927,"{'stamp': {'secs': 1646834944, 'nsecs': 573549753}, 'frame_id': ''}","[-6.709585498506222, -9.868190588317326, 0.0, 0.4874248404835053, -0.48164249563750494, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.6992531733832387e-10, 0.005552651]",0
2022/03/09 14:09:04.575830421,"{'stamp': {'secs': 1646834944, 'nsecs': 575677051}, 'frame_id': ''}","[-6.708299923334936, -9.869476230802935, 0.0, 0.47106079392285, -0.47005466558746206, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 7.052222465951509e-10, 0.002125289]",0
2022/03/09 14:09:04.589971588,"{'stamp': {'secs': 1646834944, 'nsecs': 589760223}, 'frame_id': ''}","[-6.7071072112112455, -9.87066900537852, 0.0, 0.4186310459444139, -0.41864275772551757, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.0644290779854674e-10, 0.014080798]",0
2022/03/09 14:09:04.596276640,"{'stamp': {'secs': 1646834944, 'nsecs': 595938753}, 'frame_id': ''}","[-6.705978585899833, -9.871797689786161, 0.0, 0.28832884361843586, -0.2882950279307776, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.4270034596983177e-10, 0.006175521]",0
2022/03/09 14:09:04.599923792,"{'stamp': {'secs': 1646834944, 'nsecs': 599687954}, 'frame_id': ''}","[-6.704736236145401, -9.87297263398135, 0.0, 0.2860779559765794, -0.28329557916435294, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 4.0017543927525295e-10, 0.00374536]",0
2022/03/09 14:09:04.604213946,"{'stamp': {'secs': 1646834944, 'nsecs': 604010605}, 'frame_id': ''}","[-6.703219026813224, -9.874325072790965, 0.0, 0.2846269659172703, -0.27478511652379073, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.4699602169023646e-10, 0.004319361]",0
2022/03/09 14:09:04.609104356,"{'stamp': {'secs': 1646834944, 'nsecs': 608910174}, 'frame_id': ''}","[-6.701374808496647, -9.875894403152161, 0.0, 0.2720373145526075, -0.2505063535635688, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.060765344441965e-10, 0.004896818]",0
2022/03/09 14:09:04.622516330,"{'stamp': {'secs': 1646834944, 'nsecs': 622342222}, 'frame_id': ''}","[-6.699255730602324, -9.877641228127782, 0.0, 0.2970020078274923, -0.26682079686928606, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.116125426584767e-10, 0.013428608]",0
2022/03/09 14:09:04.632696274,"{'stamp': {'secs': 1646834944, 'nsecs': 632500227}, 'frame_id': ''}","[-6.697215693109811, -9.879309008562938, 0.0, 0.28870500942686533, -0.2517050020164526, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.475953761797465e-10, 0.010154797]",0
2022/03/09 14:09:04.642535279,"{'stamp': {'secs': 1646834944, 'nsecs': 639814769}, 'frame_id': ''}","[-6.695503498143217, -9.880678838051015, 0.0, 0.25717906168041293, -0.21666908612875102, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.0497675252999515e-10, 0.007312054]",0
2022/03/09 14:09:04.642684429,"{'stamp': {'secs': 1646834944, 'nsecs': 642252705}, 'frame_id': ''}","[-6.6941924133254895, -9.881727762197935, 0.0, 0.27747968805782486, -0.22663848556490565, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 6.156097638414389e-10, 0.002434661]",0
2022/03/09 14:09:04.655700302,"{'stamp': {'secs': 1646834944, 'nsecs': 654385130}, 'frame_id': ''}","[-6.69252855467332, -9.883088800244321, 0.0, 0.26760988212054976, -0.21579283768495963, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.2357374239971833e-10, 0.012128799]",0
2022/03/09 14:09:04.661640781,"{'stamp': {'secs': 1646834944, 'nsecs': 661498278}, 'frame_id': ''}","[-6.690921872156667, -9.884417340159422, 0.0, 0.28256506535047266, -0.22801830610239027, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.1080732526007514e-10, 0.007109815]",0
2022/03/09 14:09:04.665143491,"{'stamp': {'secs': 1646834944, 'nsecs': 664790074}, 'frame_id': ''}","[-6.688568680469497, -9.886435997568572, 0.0, 0.34936473217608943, -0.2877535194905797, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 4.559705180786221e-10, 0.003287057]",0
2022/03/09 14:09:04.672250486,"{'stamp': {'secs': 1646834944, 'nsecs': 671957021}, 'frame_id': ''}","[-6.686367319639649, -9.888366202603201, 0.0, 0.3752148022853081, -0.31496457447213344, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.0922175972346697e-10, 0.007163696]",0
2022/03/09 14:09:04.675923713,"{'stamp': {'secs': 1646834944, 'nsecs': 675651415}, 'frame_id': ''}","[-6.684006795329143, -9.890499280150394, 0.0, 0.41650507355564165, -0.3606668770131615, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 4.061740919338028e-10, 0.003690046]",0
2022/03/09 14:09:04.686307902,"{'stamp': {'secs': 1646834944, 'nsecs': 686039785}, 'frame_id': ''}","[-6.682403595381053, -9.892012140356965, 0.0, 0.4354254347743312, -0.38242298184179846, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.443144067562319e-10, 0.010385665]",0
2022/03/09 14:09:04.692765724,"{'stamp': {'secs': 1646834944, 'nsecs': 692430547}, 'frame_id': ''}","[-6.680702820846818, -9.893650352664949, 0.0, 0.41305506704941775, -0.37019746014870913, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.3462014016210214e-10, 0.006388203]",0
2022/03/09 14:09:04.698109848,"{'stamp': {'secs': 1646834944, 'nsecs': 697839036}, 'frame_id': ''}","[-6.6792980944688605, -9.895055152596132, 0.0, 0.32623673246845714, -0.30245129636531715, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.77298792608472e-10, 0.005405004]",0
2022/03/09 14:09:04.704317109,"{'stamp': {'secs': 1646834944, 'nsecs': 703908664}, 'frame_id': ''}","[-6.6778250402395765, -9.896528283956375, 0.0, 0.2937561826373264, -0.2799583769856093, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.470634178835281e-10, 0.006066463]",0
2022/03/09 14:09:04.709192854,"{'stamp': {'secs': 1646834944, 'nsecs': 708915581}, 'frame_id': ''}","[-6.676072479546467, -9.89828093641575, 0.0, 0.2551777905564201, -0.2517152139214599, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.99560050622966e-10, 0.005003341]",0
2022/03/09 14:09:04.718723811,"{'stamp': {'secs': 1646834944, 'nsecs': 718483952}, 'frame_id': ''}","[-6.6742643455342785, -9.900089165104093, 0.0, 0.2657172552699707, -0.2642553287686565, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.5668929222071488e-10, 0.009565434]",0
2022/03/09 14:09:04.729870341,"{'stamp': {'secs': 1646834944, 'nsecs': 729165963}, 'frame_id': ''}","[-6.672856691268622, -9.901496893076283, 0.0, 0.24339916638236073, -0.2434388474067194, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.4034905981217524e-10, 0.010679096]",0
2022/03/09 14:09:04.737577159,"{'stamp': {'secs': 1646834944, 'nsecs': 737270195}, 'frame_id': ''}","[-6.671220820213206, -9.903065379177724, 0.0, 0.22229437078802014, -0.22103259730060498, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.850235566918732e-10, 0.008100596]",0
2022/03/09 14:09:04.757484475,"{'stamp': {'secs': 1646834944, 'nsecs': 750728758}, 'frame_id': ''}","[-6.669163626081906, -9.90495783106074, 0.0, 0.19675881184449917, -0.19303214051602918, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.113898559828573e-10, 0.013455454]",0
2022/03/09 14:09:04.757654601,"{'stamp': {'secs': 1646834944, 'nsecs': 757076916}, 'frame_id': ''}","[-6.667439955568949, -9.90647407791651, 0.0, 0.18428243602564254, -0.1744600303545518, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.362433183436249e-10, 0.006344311]",0
2022/03/09 14:09:04.763002897,"{'stamp': {'secs': 1646834944, 'nsecs': 762730308}, 'frame_id': ''}","[-6.6653865220838755, -9.908252634400968, 0.0, 0.21912032961488215, -0.19950107516686424, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.652599739207161e-10, 0.00565031]",0
2022/03/09 14:09:04.765696069,"{'stamp': {'secs': 1646834944, 'nsecs': 765427924}, 'frame_id': ''}","[-6.663141728343044, -9.910167845750927, 0.0, 0.3411665639804, -0.29943242555276656, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 5.564027789098557e-10, 0.002693734]",0
2022/03/09 14:09:04.773087783,"{'stamp': {'secs': 1646834944, 'nsecs': 772878996}, 'frame_id': ''}","[-6.66111926524273, -9.91184795961875, 0.0, 0.4007790451052313, -0.3453198724670578, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.012527509080015e-10, 0.007447357]",0
2022/03/09 14:09:04.784232662,"{'stamp': {'secs': 1646834944, 'nsecs': 783881061}, 'frame_id': ''}","[-6.658896234769079, -9.913698742616788, 0.0, 0.4219978488174704, -0.3601755471248958, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.3646210354559584e-10, 0.010983277]",0
2022/03/09 14:09:04.793228128,"{'stamp': {'secs': 1646834944, 'nsecs': 792955094}, 'frame_id': ''}","[-6.656258513731, -9.915896767282739, 0.0, 0.39769317370283436, -0.33665960786182686, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.652475887622417e-10, 0.009070033]",0
2022/03/09 14:09:04.798188533,"{'stamp': {'secs': 1646834944, 'nsecs': 797743071}, 'frame_id': ''}","[-6.653603925923552, -9.918111659601227, 0.0, 0.3881719049663379, -0.3258844982833339, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.1330842488086044e-10, 0.004783788]",0
2022/03/09 14:09:04.804271497,"{'stamp': {'secs': 1646834944, 'nsecs': 804057192}, 'frame_id': ''}","[-6.65071079557279, -9.92063257756364, 0.0, 0.35248721698523316, -0.296382904749308, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.374917735564734e-10, 0.00631096]",0
2022/03/09 14:09:04.814596878,"{'stamp': {'secs': 1646834944, 'nsecs': 814264527}, 'frame_id': ''}","[-6.6481191365344205, -9.922949387783557, 0.0, 0.37485526829173865, -0.318711423643494, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.4688422822859994e-10, 0.010203962]",0
2022/03/09 14:09:04.814721110,"{'stamp': {'secs': 1646834944, 'nsecs': 814418486}, 'frame_id': ''}","[-6.646070107188665, -9.92483367445351, 0.0, 2.3858694086102146, -2.172491806162163, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 9.763413174500765e-09, 0.000153512]",0
2022/03/09 14:09:04.826962375,"{'stamp': {'secs': 1646834944, 'nsecs': 826793898}, 'frame_id': ''}","[-6.644085126364872, -9.926751288603148, 0.0, 3.2297686604413642, -2.9571056566420193, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.2113956485354525e-10, 0.012372515]",0
2022/03/09 14:09:04.833984546,"{'stamp': {'secs': 1646834944, 'nsecs': 832829224}, 'frame_id': ''}","[-6.642507359310741, -9.928329138271133, 0.0, 3.544184830787773, -3.2588819689994555, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.4848313708638997e-10, 0.006031802]",0
2022/03/09 14:09:04.837687050,"{'stamp': {'secs': 1646834944, 'nsecs': 837460166}, 'frame_id': ''}","[-6.641602660861055, -9.929233884091957, 0.0, 3.121975783709836, -2.878554121972624, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 3.2393244436634193e-10, 0.004626894]",0
2022/03/09 14:09:04.847048626,"{'stamp': {'secs': 1646834944, 'nsecs': 846803399}, 'frame_id': ''}","[-6.6408862645450935, -9.929950317919324, 0.0, 2.203442601498786, -2.0373875386608193, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.604692150765538e-10, 0.009340116]",0
2022/03/09 14:09:04.850178406,"{'stamp': {'secs': 1646834944, 'nsecs': 849619549}, 'frame_id': ''}","[-6.640783147607533, -9.930053440256218, 0.0, 0.1540913242465088, -0.15324067414349402, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 5.329512038664755e-10, 0.002812267]",0
2022/03/09 14:09:04.856253937,"{'stamp': {'secs': 1646834944, 'nsecs': 856012620}, 'frame_id': ''}","[-6.64142999088311, -9.92940656311112, 0.0, 0.09521776061912293, -0.09517444812857187, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.3457758118008673e-10, 0.006389362]",0
2022/03/09 14:09:04.859122082,"{'stamp': {'secs': 1646834944, 'nsecs': 858917198}, 'frame_id': ''}","[-6.641799634938679, -9.9289694290903, 0.0, 0.014202807357782926, -0.010601128635521838, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 5.16703238267991e-10, 0.0029007]",0
2022/03/09 14:09:04.864746822,"{'stamp': {'secs': 1646834944, 'nsecs': 864443801}, 'frame_id': ''}","[-6.641427989942023, -9.929176243581216, 0.0, -0.02336037571712717, 0.03309077433892437, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.714129276781338e-10, 0.005522217]",0
2022/03/09 14:09:04.878775746,"{'stamp': {'secs': 1646834944, 'nsecs': 878532004}, 'frame_id': ''}","[-6.640271699574109, -9.930057609972982, 0.0, -0.021212802774571236, 0.0366308679976322, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 1.0640650644249197e-10, 0.014085615]",0
2022/03/09 14:09:04.881884711,"{'stamp': {'secs': 1646834944, 'nsecs': 881590503}, 'frame_id': ''}","[-6.638186747907324, -9.931770306934173, 0.0, 0.09599359225188786, -0.06039026301974022, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 4.907570820485005e-10, 0.003054059]",0
2022/03/09 14:09:04.888908818,"{'stamp': {'secs': 1646834944, 'nsecs': 888671236}, 'frame_id': ''}","[-6.636035573201185, -9.93354923040224, 0.0, 0.21367109056338424, -0.16358891204134096, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.1178489735744717e-10, 0.007076997]",0
2022/03/09 14:09:04.892396679,"{'stamp': {'secs': 1646834944, 'nsecs': 892147151}, 'frame_id': ''}","[-6.633919791534267, -9.935322667722945, 0.0, 0.3602035648329277, -0.29404053570507305, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 4.3164342708850307e-10, 0.003472313]",0
2022/03/09 14:09:04.898071396,"{'stamp': {'secs': 1646834944, 'nsecs': 897741633}, 'frame_id': ''}","[-6.631897273987018, -9.937083061850892, 0.0, 0.43025050413422244, -0.35810570664189106, 0.0, 0.0, -0.0, -5.750673367588277e-05, 0.0, 0.0, 2.68112247011549e-10, 0.0055902]",0
